real_estate_type,district,governorate,area_m2,bedrooms_number,bathrooms_number,price,general_district,apartment_configuration,bathroom_bedroom_ratio,price_per_sq_m_2
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,7500000.0,5th settlement,3 - 3,1.0,46875.0
Apartment,El Patio Compound - 5th Settlement - New Cairo,Cairo,166.0,3,3,8500000.0,5th settlement,3 - 3,1.0,51204.82
Apartment,Sarai - Mostakbal City,Cairo,205.0,4,4,12367143.0,Mostakbal City,4 - 4,1.0,60327.53
Apartment,Stone Residence Compound - Katameya,Cairo,175.0,3,3,6250000.0,Katameya,3 - 3,1.0,35714.29
Apartment,Eastown Compound - 5th Settlement - New Cairo,Cairo,156.0,2,2,14700000.0,5th settlement,2 - 2,1.0,94230.77
Apartment,Madinaty,Cairo,86.0,2,2,4300000.0,Madinaty,2 - 2,1.0,50000.0
Apartment,Madinaty,Cairo,133.0,3,2,7000000.0,Madinaty,3 - 2,0.67,52631.58
Apartment,Janna - 5th Settlement - New Cairo,Cairo,140.0,3,3,3300000.0,5th settlement,3 - 3,1.0,23571.43
Apartment,Grand Cesar - 5th Settlement - New Cairo,Cairo,200.0,3,2,7000000.0,5th settlement,3 - 2,0.67,35000.0
Apartment,5th Settlement - New Cairo,Cairo,160.0,3,2,5100000.0,5th settlement,3 - 2,0.67,31875.0
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,80.0,1,1,10200000.0,5th settlement,1 - 1,1.0,127500.0
Apartment,Swan Lake Residences - 1st Settlement - New Cairo,Cairo,93.0,1,1,6643000.0,1st settlement,1 - 1,1.0,71430.11
Apartment,IL Bosco - New Capital City,Cairo,114.0,2,1,4800000.0,New Capital City,2 - 1,0.5,42105.26
Apartment,Lake view Residence Compound - 5th Settlement - New Cairo,Cairo,144.0,2,3,10200000.0,5th settlement,2 - 3,1.5,70833.33
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,194.0,3,3,3650000.0,5th settlement,3 - 3,1.0,18814.43
Apartment,Eastown Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,13500000.0,5th settlement,3 - 3,1.0,84375.0
Apartment,6th Settlement - New Cairo,Cairo,127.0,2,2,4000000.0,6th settlement,2 - 2,1.0,31496.06
Apartment,New Narges - 5th Settlement - New Cairo,Cairo,165.0,3,2,5035000.0,5th settlement,3 - 2,0.67,30515.15
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,158.0,3,2,4740000.0,5th settlement,3 - 2,0.67,30000.0
Apartment,Mountain View 1.1 - 1st Settlement - New Cairo,Cairo,140.0,3,3,10500000.0,1st settlement,3 - 3,1.0,75000.0
Apartment,AZAD Compound - 5th Settlement - New Cairo,Cairo,212.0,3,3,8500000.0,5th settlement,3 - 3,1.0,40094.34
Apartment,Privado - Madinaty,Cairo,100.0,2,2,11181000.0,Madinaty,2 - 2,1.0,111810.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,116.0,2,1,8700000.0,1st settlement,2 - 1,0.5,75000.0
Apartment,Creek Town Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,6000000.0,5th settlement,3 - 3,1.0,35294.12
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,119.0,2,2,5300000.0,1st settlement,2 - 2,1.0,44537.82
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,205.0,4,3,11500000.0,5th settlement,4 - 3,0.75,56097.56
Apartment,Trio Gardens Compound - 5th Settlement - New Cairo,Cairo,195.0,3,2,13000000.0,5th settlement,3 - 2,0.67,66666.67
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,168.0,3,3,11500000.0,5th settlement,3 - 3,1.0,68452.38
Apartment,Haptown - Mostakbal City,Cairo,195.0,3,4,7312000.0,Mostakbal City,3 - 4,1.33,37497.44
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,213.0,3,3,11000000.0,5th settlement,3 - 3,1.0,51643.19
Apartment,Madinaty,Cairo,93.0,2,2,7000000.0,Madinaty,2 - 2,1.0,75268.82
Apartment,Madinaty,Cairo,74.0,2,1,4800000.0,Madinaty,2 - 1,0.5,64864.86
Apartment,Madinaty,Cairo,77.0,2,1,4700000.0,Madinaty,2 - 1,0.5,61038.96
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,175.0,3,2,9200000.0,5th settlement,3 - 2,0.67,52571.43
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,200.0,3,3,5100000.0,5th settlement,3 - 3,1.0,25500.0
Apartment,Acasa Mia - 5th Settlement - New Cairo,Cairo,178.0,4,4,7076188.0,5th settlement,4 - 4,1.0,39753.87
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,125.0,2,2,7000000.0,5th settlement,2 - 2,1.0,56000.0
Apartment,Aliva mostakbal city - Mostakbal City,Cairo,155.0,3,3,6700000.0,Mostakbal City,3 - 3,1.0,43225.81
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,192.0,3,3,7500000.0,5th settlement,3 - 3,1.0,39062.5
Apartment,Sarai - Mostakbal City,Cairo,165.0,3,3,5000000.0,Mostakbal City,3 - 3,1.0,30303.03
Apartment,New Capital City,Cairo,200.0,3,3,6404026.0,New Capital City,3 - 3,1.0,32020.13
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,208.0,4,4,7766623.0,1st settlement,4 - 4,1.0,37339.53
Apartment,El Banafseg 4 - 1st Settlement - New Cairo,Cairo,220.0,3,3,8250000.0,1st settlement,3 - 3,1.0,37500.0
Apartment,Dar Misr - 5th Settlement - New Cairo,Cairo,145.0,2,2,1700000.0,5th settlement,2 - 2,1.0,11724.14
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,9750000.0,5th settlement,2 - 2,1.0,75000.0
Apartment,5th Settlement - New Cairo,Cairo,160.0,3,2,4200000.0,5th settlement,3 - 2,0.67,26250.0
Apartment,1st District - 5th Settlement - New Cairo,Cairo,200.0,3,2,6300000.0,5th settlement,3 - 2,0.67,31500.0
Apartment,Sarai - Mostakbal City,Cairo,153.0,3,3,4300000.0,Mostakbal City,3 - 3,1.0,28104.58
Apartment,1st Settlement - New Cairo,Cairo,180.0,3,2,8500000.0,1st settlement,3 - 2,0.67,47222.22
Apartment,Stone Residence Compound - Katameya,Cairo,220.0,4,3,7100000.0,Katameya,4 - 3,0.75,32272.73
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,165.0,3,2,7000000.0,5th settlement,3 - 2,0.67,42424.24
Apartment,District 5 Compound - 5th Settlement - New Cairo,Cairo,149.0,2,2,12500000.0,5th settlement,2 - 2,1.0,83892.62
Apartment,Madinaty,Cairo,115.0,3,2,8600000.0,Madinaty,3 - 2,0.67,74782.61
Apartment,Madinaty,Cairo,107.0,3,2,9128000.0,Madinaty,3 - 2,0.67,85308.41
Apartment,Village Gardens Katameya Compound - 5th Settlement - New Cairo,Cairo,155.0,2,2,8000000.0,5th settlement,2 - 2,1.0,51612.9
Apartment,Sarai - Mostakbal City,Cairo,170.0,3,3,5800000.0,Mostakbal City,3 - 3,1.0,34117.65
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,200.0,3,2,5600000.0,5th settlement,3 - 2,0.67,28000.0
Apartment,Bloomfields - Mostakbal City,Cairo,156.0,3,3,4662500.0,Mostakbal City,3 - 3,1.0,29887.82
Apartment,Al Maqsad - New Capital City,Cairo,171.0,3,3,4800000.0,New Capital City,3 - 3,1.0,28070.18
Apartment,Rehab City Compound - New Cairo,Cairo,90.0,2,1,5000000.0,Rehab City,2 - 1,0.5,55555.56
Apartment,Madinaty,Cairo,165.0,3,3,8600000.0,Madinaty,3 - 3,1.0,52121.21
Apartment,Zamalek,Cairo,59.0,1,1,11187875.0,Zamalek,1 - 1,1.0,189625.0
Apartment,El Maadi - Maadi,Cairo,124.0,1,1,4800000.0,Maadi,1 - 1,1.0,38709.68
Apartment,Sarai - Mostakbal City,Cairo,168.0,3,3,4400000.0,Mostakbal City,3 - 3,1.0,26190.48
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,166.0,3,3,7350000.0,1st settlement,3 - 3,1.0,44277.11
Apartment,Sarai - Mostakbal City,Cairo,125.0,2,2,3800000.0,Mostakbal City,2 - 2,1.0,30400.0
Apartment,Celia - New Capital City,Cairo,101.0,2,1,4600000.0,New Capital City,2 - 1,0.5,45544.55
Apartment,El Fostat,Cairo,176.0,3,3,8413000.0,El Fostat,3 - 3,1.0,47801.14
Apartment,Haptown - Mostakbal City,Cairo,186.0,3,3,14075296.0,Mostakbal City,3 - 3,1.0,75673.63
Apartment,Haptown - Mostakbal City,Cairo,168.0,2,2,10025288.0,Mostakbal City,2 - 2,1.0,59674.33
Apartment,Haptown - Mostakbal City,Cairo,176.0,3,3,13000000.0,Mostakbal City,3 - 3,1.0,73863.64
Apartment,Haptown - Mostakbal City,Cairo,176.0,3,3,13267400.0,Mostakbal City,3 - 3,1.0,75382.95
Apartment,Madinaty,Cairo,107.0,3,2,5600000.0,Madinaty,3 - 2,0.67,52336.45
Apartment,Degla Landmark Compound - Nasr City,Cairo,102.0,2,1,2100000.0,Nasr City,2 - 1,0.5,20588.24
Apartment,5th Settlement - New Cairo,Cairo,149.0,3,2,2600000.0,5th settlement,3 - 2,0.67,17449.66
Apartment,Madinaty,Cairo,116.0,3,2,7100000.0,Madinaty,3 - 2,0.67,61206.9
Apartment,Tag Sultan Compound - 1st Settlement - New Cairo,Cairo,188.0,3,3,9480000.0,1st settlement,3 - 3,1.0,50425.53
Apartment,Sodic East - New Heliopolis,Cairo,178.0,3,3,9700000.0,New Heliopolis,3 - 3,1.0,54494.38
Apartment,Solana east - 5th Settlement - New Cairo,Cairo,130.0,2,2,11571000.0,5th settlement,2 - 2,1.0,89007.69
Apartment,Capital Gardens - Mostakbal City,Cairo,200.0,3,4,8000000.0,Mostakbal City,3 - 4,1.33,40000.0
Apartment,Village Gardens Katameya Compound - 5th Settlement - New Cairo,Cairo,190.0,3,3,15500000.0,5th settlement,3 - 3,1.0,81578.95
Apartment,Eastown Compound - 5th Settlement - New Cairo,Cairo,188.0,3,3,13000000.0,5th settlement,3 - 3,1.0,69148.94
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,150.0,3,3,5200000.0,5th settlement,3 - 3,1.0,34666.67
Apartment,R3 - New Capital City,Cairo,125.0,2,2,3750000.0,New Capital City,2 - 2,1.0,30000.0
Apartment,El Fostat,Cairo,124.0,2,2,4200000.0,El Fostat,2 - 2,1.0,33870.97
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,116.0,2,2,12000000.0,5th settlement,2 - 2,1.0,103448.28
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,158.0,3,3,6780000.0,1st settlement,3 - 3,1.0,42911.39
Apartment,Heliopolis,Cairo,208.0,4,2,2400000.0,Heliopolis,4 - 2,0.5,11538.46
Apartment,Haptown - Mostakbal City,Cairo,178.0,3,3,11565273.0,Mostakbal City,3 - 3,1.0,64973.44
Apartment,Kattameya Gate - Katameya,Cairo,63.0,1,1,1250000.0,Katameya,1 - 1,1.0,19841.27
Apartment,Mostakbal City,Cairo,160.0,3,2,7500000.0,Mostakbal City,3 - 2,0.67,46875.0
Apartment,Noor City - New Capital City,Cairo,123.0,3,2,5500000.0,New Capital City,3 - 2,0.67,44715.45
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,136.0,3,2,6849000.0,1st settlement,3 - 2,0.67,50360.29
Apartment,Sarai - Mostakbal City,Cairo,148.0,3,2,5650000.0,Mostakbal City,3 - 2,0.67,38175.68
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,131.0,2,2,6700000.0,5th settlement,2 - 2,1.0,51145.04
Apartment,Madinaty,Cairo,112.0,3,3,4860000.0,Madinaty,3 - 3,1.0,43392.86
Apartment,L’Avenir - Mostakbal City,Cairo,218.0,3,3,7000000.0,Mostakbal City,3 - 3,1.0,32110.09
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,6500000.0,5th settlement,3 - 3,1.0,38235.29
Apartment,Madinaty,Cairo,202.0,3,3,16450000.0,Madinaty,3 - 3,1.0,81435.64
Apartment,Mountain View 1.1 - 1st Settlement - New Cairo,Cairo,140.0,3,3,14200000.0,1st settlement,3 - 3,1.0,101428.57
Apartment,Solana east - 5th Settlement - New Cairo,Cairo,177.0,3,3,15688553.0,5th settlement,3 - 3,1.0,88635.89
Apartment,El Patio Sola - Shorouk City,Cairo,200.0,4,3,10000000.0,Shorouk City,4 - 3,0.75,50000.0
Apartment,Zahraa Al Maadi,Cairo,90.0,2,1,5049000.0,Zahraa Al Maadi,2 - 1,0.5,56100.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,227.0,3,3,14500000.0,1st settlement,3 - 3,1.0,63876.65
Apartment,Garden Heights - 5th Settlement - New Cairo,Cairo,185.0,3,3,6500000.0,5th settlement,3 - 3,1.0,35135.14
Apartment,Madinaty,Cairo,165.0,3,3,9800000.0,Madinaty,3 - 3,1.0,59393.94
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,125.0,2,2,5600000.0,5th settlement,2 - 2,1.0,44800.0
Apartment,Telal East - 5th Settlement - New Cairo,Cairo,157.0,3,3,9000000.0,5th settlement,3 - 3,1.0,57324.84
Apartment,Al Burouj - Shorouk City,Cairo,182.0,3,3,6280000.0,Shorouk City,3 - 3,1.0,34505.49
Apartment,Degla Landmark Compound - Nasr City,Cairo,102.0,2,2,1950000.0,Nasr City,2 - 2,1.0,19117.65
Apartment,El Koronfel - 1st Settlement - New Cairo,Cairo,177.0,2,2,4800000.0,1st settlement,2 - 2,1.0,27118.64
Apartment,Nile Boulevard Compound - 1st Settlement - New Cairo,Cairo,144.0,3,2,6000000.0,1st settlement,3 - 2,0.67,41666.67
Apartment,Scenario - New Capital City,Cairo,164.0,3,3,4530836.0,New Capital City,3 - 3,1.0,27627.05
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,195.0,3,3,14779267.0,5th settlement,3 - 3,1.0,75791.11
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,116.0,2,3,9721000.0,5th settlement,2 - 3,1.5,83801.72
Apartment,Bloomfields - Mostakbal City,Cairo,112.0,2,2,4810000.0,Mostakbal City,2 - 2,1.0,42946.43
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,80.0,1,1,2610000.0,1st settlement,1 - 1,1.0,32625.0
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,164.0,3,3,10500000.0,5th settlement,3 - 3,1.0,64024.39
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,250.0,3,3,11000000.0,5th settlement,3 - 3,1.0,44000.0
Apartment,El Banafseg 1 - 1st Settlement - New Cairo,Cairo,150.0,2,1,5000000.0,1st settlement,2 - 1,0.5,33333.33
Apartment,Madinaty,Cairo,107.0,3,2,6538710.0,Madinaty,3 - 2,0.67,61109.44
Apartment,Gardenia Heights - 5th Settlement - New Cairo,Cairo,135.0,3,2,3150000.0,5th settlement,3 - 2,0.67,23333.33
Apartment,Zahraa Al Maadi,Cairo,147.0,3,2,3675000.0,Zahraa Al Maadi,3 - 2,0.67,25000.0
Apartment,Madinaty,Cairo,75.0,2,1,3700000.0,Madinaty,2 - 1,0.5,49333.33
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,110.0,2,2,5200000.0,1st settlement,2 - 2,1.0,47272.73
Apartment,Village Gate Compound - 5th Settlement - New Cairo,Cairo,146.0,2,2,8200000.0,5th settlement,2 - 2,1.0,56164.38
Apartment,Aria Compound - Mostakbal City,Cairo,140.0,2,3,6300000.0,Mostakbal City,2 - 3,1.5,45000.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,182.0,3,4,8000000.0,1st settlement,3 - 4,1.33,43956.04
Apartment,One Kattameya - Katameya,Cairo,78.0,1,1,1700000.0,Katameya,1 - 1,1.0,21794.87
Apartment,IL Bosco - New Capital City,Cairo,160.0,3,2,6500000.0,New Capital City,3 - 2,0.67,40625.0
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,180.0,3,3,7500000.0,5th settlement,3 - 3,1.0,41666.67
Apartment,Noor City - New Capital City,Cairo,131.0,3,3,6260000.0,New Capital City,3 - 3,1.0,47786.26
Apartment,Madinaty,Cairo,75.0,2,1,4900000.0,Madinaty,2 - 1,0.5,65333.33
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,7260000.0,5th settlement,3 - 3,1.0,44000.0
Apartment,Aria Compound - Mostakbal City,Cairo,143.0,2,2,5701000.0,Mostakbal City,2 - 2,1.0,39867.13
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,160.0,3,2,9900000.0,5th settlement,3 - 2,0.67,61875.0
Apartment,Mivida Compound - 5th Settlement - New Cairo,Cairo,164.0,3,3,5000000.0,5th settlement,3 - 3,1.0,30487.8
Apartment,Sarai - Mostakbal City,Cairo,158.0,3,3,4000000.0,Mostakbal City,3 - 3,1.0,25316.46
Apartment,New Narges - 5th Settlement - New Cairo,Cairo,162.0,3,2,5263000.0,5th settlement,3 - 2,0.67,32487.65
Apartment,South of Academy - 5th Settlement - New Cairo,Cairo,160.0,3,2,6000000.0,5th settlement,3 - 2,0.67,37500.0
Apartment,Sarai - Mostakbal City,Cairo,169.0,3,3,4900000.0,Mostakbal City,3 - 3,1.0,28994.08
Apartment,Sarai - Mostakbal City,Cairo,114.0,2,2,4980000.0,Mostakbal City,2 - 2,1.0,43684.21
Apartment,Zed East Compound - 6th Settlement - New Cairo,Cairo,108.0,2,2,7499999.0,6th settlement,2 - 2,1.0,69444.44
Apartment,Degla Towers Compound - Nasr City,Cairo,88.0,2,1,1970000.0,Nasr City,2 - 1,0.5,22386.36
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,6900000.0,5th settlement,3 - 3,1.0,40588.24
Apartment,Shorouk City,Cairo,185.0,3,2,3200000.0,Shorouk City,3 - 2,0.67,17297.3
Apartment,5th Settlement - New Cairo,Cairo,183.0,4,4,13000000.0,5th settlement,4 - 4,1.0,71038.25
Apartment,Capital Gardens - Mostakbal City,Cairo,202.0,3,4,7100000.0,Mostakbal City,3 - 4,1.33,35148.51
Apartment,Madinaty,Cairo,121.0,3,2,8728460.0,Madinaty,3 - 2,0.67,72136.03
Apartment,Madinaty,Cairo,64.0,1,1,3400000.0,Madinaty,1 - 1,1.0,53125.0
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,150.0,3,2,8000000.0,5th settlement,3 - 2,0.67,53333.33
Apartment,New Andalous - 5th Settlement - New Cairo,Cairo,198.0,3,3,5500000.0,5th settlement,3 - 3,1.0,27777.78
Apartment,El Yasmeen 8 - 5th Settlement - New Cairo,Cairo,229.0,3,3,8000000.0,5th settlement,3 - 3,1.0,34934.5
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,15000000.0,5th settlement,3 - 3,1.0,88235.29
Apartment,Madinaty,Cairo,124.0,3,2,5850000.0,Madinaty,3 - 2,0.67,47177.42
Apartment,Heliopolis,Cairo,113.0,1,1,8900250.0,Heliopolis,1 - 1,1.0,78763.27
Apartment,Heliopolis,Cairo,130.0,2,2,10708330.0,Heliopolis,2 - 2,1.0,82371.77
Apartment,New Cairo,Cairo,202.0,4,4,11110000.0,Other,4 - 4,1.0,55000.0
Apartment,Dar Misr - 5th Settlement - New Cairo,Cairo,140.0,3,3,3800000.0,5th settlement,3 - 3,1.0,27142.86
Apartment,Swan Lake Residences - 1st Settlement - New Cairo,Cairo,127.0,2,2,13582000.0,1st settlement,2 - 2,1.0,106944.88
Apartment,Degla Landmark Compound - Nasr City,Cairo,133.0,3,2,2500000.0,Nasr City,3 - 2,0.67,18796.99
Apartment,Degla Landmark Compound - Nasr City,Cairo,134.0,3,1,2150000.0,Nasr City,3 - 1,0.33,16044.78
Apartment,Degla Landmark Compound - Nasr City,Cairo,97.0,2,1,1750000.0,Nasr City,2 - 1,0.5,18041.24
Apartment,Privado - Madinaty,Cairo,63.0,1,1,5262350.0,Madinaty,1 - 1,1.0,83529.37
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,8200000.0,5th settlement,3 - 3,1.0,48235.29
Apartment,5th Settlement - New Cairo,Cairo,161.0,3,3,4386000.0,5th settlement,3 - 3,1.0,27242.24
Apartment,5th Settlement - New Cairo,Cairo,150.0,3,2,8800000.0,5th settlement,3 - 2,0.67,58666.67
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,64.0,1,1,3100000.0,1st settlement,1 - 1,1.0,48437.5
Apartment,Madinaty,Cairo,65.0,2,1,3885000.0,Madinaty,2 - 1,0.5,59769.23
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,140.0,2,2,7000000.0,5th settlement,2 - 2,1.0,50000.0
Apartment,IL Bosco - New Capital City,Cairo,170.0,3,3,3900000.0,New Capital City,3 - 3,1.0,22941.18
Apartment,Madinaty,Cairo,150.0,3,2,8750000.0,Madinaty,3 - 2,0.67,58333.33
Apartment,Dar Misr - 5th Settlement - New Cairo,Cairo,130.0,3,3,3250000.0,5th settlement,3 - 3,1.0,25000.0
Apartment,Heliopolis,Cairo,122.0,2,2,9838000.0,Heliopolis,2 - 2,1.0,80639.34
Apartment,Madinaty,Cairo,109.0,3,2,6360000.0,Madinaty,3 - 2,0.67,58348.62
Apartment,El Patio Sola - Shorouk City,Cairo,170.0,3,2,7710000.0,Shorouk City,3 - 2,0.67,45352.94
Apartment,Madinaty,Cairo,148.0,3,2,8000000.0,Madinaty,3 - 2,0.67,54054.05
Apartment,Shorouk City,Cairo,180.0,3,2,2900000.0,Shorouk City,3 - 2,0.67,16111.11
Apartment,White residence Compound - 5th Settlement - New Cairo,Cairo,125.0,2,2,4350000.0,5th settlement,2 - 2,1.0,34800.0
Apartment,Gardenia Heights - 5th Settlement - New Cairo,Cairo,105.0,2,1,1600000.0,5th settlement,2 - 1,0.5,15238.1
Apartment,Zed East Compound - 6th Settlement - New Cairo,Cairo,175.0,3,2,17214075.0,6th settlement,3 - 2,0.67,98366.14
Apartment,Regents Park Compound - 5th Settlement - New Cairo,Cairo,145.0,2,2,8800000.0,5th settlement,2 - 2,1.0,60689.66
Apartment,5th Settlement - New Cairo,Cairo,152.0,3,2,5400000.0,5th settlement,3 - 2,0.67,35526.32
Apartment,New Cairo,Cairo,155.0,3,2,4400000.0,Other,3 - 2,0.67,28387.1
Apartment,Nasr City,Cairo,230.0,3,2,4300000.0,Nasr City,3 - 2,0.67,18695.65
Apartment,Dar Misr - 5th Settlement - New Cairo,Cairo,130.0,3,2,3100000.0,5th settlement,3 - 2,0.67,23846.15
Apartment,Banafsag Omarat - 5th Settlement - New Cairo,Cairo,161.0,3,2,6000000.0,5th settlement,3 - 2,0.67,37267.08
Apartment,Rehab City Compound - New Cairo,Cairo,119.0,3,3,6000000.0,Rehab City,3 - 3,1.0,50420.17
Apartment,Abu Al-Hool - 5th Settlement - New Cairo,Cairo,135.0,3,1,2750000.0,5th settlement,3 - 1,0.33,20370.37
Apartment,Noor City - New Capital City,Cairo,182.0,3,2,10294550.0,New Capital City,3 - 2,0.67,56563.46
Apartment,Stone Residence Compound - Katameya,Cairo,220.0,3,3,7600000.0,Katameya,3 - 3,1.0,34545.45
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,160.0,3,2,8600000.0,5th settlement,3 - 2,0.67,53750.0
Apartment,Eastown Compound - 5th Settlement - New Cairo,Cairo,191.0,3,3,16500000.0,5th settlement,3 - 3,1.0,86387.43
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,160.0,3,2,7500000.0,5th settlement,3 - 2,0.67,46875.0
Apartment,El Koronfel - 1st Settlement - New Cairo,Cairo,230.0,3,3,6200000.0,1st settlement,3 - 3,1.0,26956.52
Apartment,Rehab City Compound - New Cairo,Cairo,160.0,3,2,8000000.0,Rehab City,3 - 2,0.67,50000.0
Apartment,EL Shouyfat - 5th Settlement - New Cairo,Cairo,200.0,3,2,9800000.0,5th settlement,3 - 2,0.67,49000.0
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,113.0,2,2,10444000.0,5th settlement,2 - 2,1.0,92424.78
Apartment,EL Shouyfat - 5th Settlement - New Cairo,Cairo,200.0,2,2,8500000.0,5th settlement,2 - 2,1.0,42500.0
Apartment,Creek Town Compound - 5th Settlement - New Cairo,Cairo,130.0,3,3,8800000.0,5th settlement,3 - 3,1.0,67692.31
Apartment,Rehab City Compound - New Cairo,Cairo,108.0,3,1,5000000.0,Rehab City,3 - 1,0.33,46296.3
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,180.0,3,3,6600000.0,5th settlement,3 - 3,1.0,36666.67
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,190.0,3,2,4000000.0,5th settlement,3 - 2,0.67,21052.63
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,140.0,3,2,8178876.0,1st settlement,3 - 2,0.67,58420.54
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,200.0,3,3,7800000.0,5th settlement,3 - 3,1.0,39000.0
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,164.0,3,3,10150000.0,5th settlement,3 - 3,1.0,61890.24
Apartment,5th Settlement - New Cairo,Cairo,197.0,3,3,4564000.0,5th settlement,3 - 3,1.0,23167.51
Apartment,5th Settlement - New Cairo,Cairo,195.0,3,3,4387500.0,5th settlement,3 - 3,1.0,22500.0
Apartment,Solana east - 5th Settlement - New Cairo,Cairo,181.0,3,3,15300000.0,5th settlement,3 - 3,1.0,84530.39
Apartment,New Narges - 5th Settlement - New Cairo,Cairo,170.0,3,3,5250000.0,5th settlement,3 - 3,1.0,30882.35
Apartment,Granda Life - Shorouk City,Cairo,212.0,4,3,9500000.0,Shorouk City,4 - 3,0.75,44811.32
Apartment,Regents Park Compound - 5th Settlement - New Cairo,Cairo,80.0,1,1,5400000.0,5th settlement,1 - 1,1.0,67500.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,141.0,3,2,6400000.0,1st settlement,3 - 2,0.67,45390.07
Apartment,Valore Sheraton - Sheraton,Cairo,169.0,3,2,5300000.0,Sheraton,3 - 2,0.67,31360.95
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,225.0,4,3,5800000.0,5th settlement,4 - 3,0.75,25777.78
Apartment,AZAD Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,8500000.0,5th settlement,3 - 3,1.0,50000.0
Apartment,EL Patio Casa - Shorouk City,Cairo,200.0,4,3,11200000.0,Shorouk City,4 - 3,0.75,56000.0
Apartment,La Verde - New Capital City,Cairo,175.0,3,3,7600000.0,New Capital City,3 - 3,1.0,43428.57
Apartment,New Cairo,Cairo,165.0,3,3,11540000.0,Other,3 - 3,1.0,69939.39
Apartment,R5 - New Capital City,Cairo,165.0,3,3,10623000.0,New Capital City,3 - 3,1.0,64381.82
Apartment,New Garden City - New Capital City,Cairo,165.0,3,3,10623000.0,New Capital City,3 - 3,1.0,64381.82
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,172.0,3,3,12700000.0,5th settlement,3 - 3,1.0,73837.21
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,177.0,3,2,10200000.0,5th settlement,3 - 2,0.67,57627.12
