real_estate_type,district,governorate,area_m2,bedrooms_number,bathrooms_number,price,general_district,apartment_configuration,bathroom_bedroom_ratio,price_per_sq_m_2
Apartment,New Capital City,Cairo,90.0,1,1,3900000.0,New Capital City,1 - 1,1.0,43333.33
Apartment,Heliopolis,Cairo,156.0,3,2,3500000.0,Heliopolis,3 - 2,0.67,22435.9
Apartment,Madinaty,Cairo,80.0,2,1,4800000.0,Madinaty,2 - 1,0.5,60000.0
Apartment,Amorada Compound - 5th Settlement - New Cairo,Cairo,221.0,3,2,12000000.0,5th settlement,3 - 2,0.67,54298.64
Apartment,El Maadi - Maadi,Cairo,56.0,1,1,7900000.0,Maadi,1 - 1,1.0,141071.43
Apartment,Armonia - New Capital City,Cairo,186.0,3,3,5437039.0,New Capital City,3 - 3,1.0,29231.39
Apartment,Zamalek,Cairo,56.0,1,1,7800000.0,Zamalek,1 - 1,1.0,139285.71
Apartment,Marriott Residence - Heliopolis,Cairo,128.0,2,2,10000000.0,Heliopolis,2 - 2,1.0,78125.0
Apartment,New Cairo,Cairo,133.0,3,3,10500000.0,Other,3 - 3,1.0,78947.37
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,180.0,3,4,14125000.0,5th settlement,3 - 4,1.33,78472.22
Apartment,La Rosa - 1st Settlement - New Cairo,Cairo,146.0,3,2,4000000.0,1st settlement,3 - 2,0.67,27397.26
Apartment,Moon Valley Compound - 5th Settlement - New Cairo,Cairo,148.0,3,3,10500000.0,5th settlement,3 - 3,1.0,70945.95
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,156.0,3,3,6000000.0,1st settlement,3 - 3,1.0,38461.54
Apartment,Stoda Residence - Sheraton,Cairo,154.0,3,3,7300000.0,Sheraton,3 - 3,1.0,47402.6
Apartment,Shorouk City,Cairo,150.0,2,1,2800000.0,Shorouk City,2 - 1,0.5,18666.67
Apartment,Heliopolis,Cairo,245.0,3,2,5000000.0,Heliopolis,3 - 2,0.67,20408.16
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,120.0,2,1,2150000.0,5th settlement,2 - 1,0.5,17916.67
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,136.0,2,2,9300000.0,5th settlement,2 - 2,1.0,68382.35
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,100.0,2,2,4500000.0,1st settlement,2 - 2,1.0,45000.0
Apartment,Degla View - Mokattam,Cairo,195.0,3,2,4600000.0,Mokattam,3 - 2,0.67,23589.74
Apartment,Wesal - Shorouk City,Cairo,160.0,3,2,5670000.0,Shorouk City,3 - 2,0.67,35437.5
Apartment,Uptown Cairo - Mokattam,Cairo,200.0,3,3,16400000.0,Mokattam,3 - 3,1.0,82000.0
Apartment,Badr City,Cairo,120.0,3,2,1350000.0,Badr City,3 - 2,0.67,11250.0
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,167.0,3,2,4000000.0,5th settlement,3 - 2,0.67,23952.1
Apartment,6th Settlement - New Cairo,Cairo,150.0,3,2,8000000.0,6th settlement,3 - 2,0.67,53333.33
Apartment,Degla Landmark Compound - Nasr City,Cairo,79.0,2,1,1700000.0,Nasr City,2 - 1,0.5,21518.99
Apartment,Arabesque - El Fostat,Cairo,155.0,3,3,5600000.0,El Fostat,3 - 3,1.0,36129.03
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,210.0,3,3,11100000.0,5th settlement,3 - 3,1.0,52857.14
Apartment,District 5 Compound - 5th Settlement - New Cairo,Cairo,150.0,2,3,15768000.0,5th settlement,2 - 3,1.5,105120.0
Apartment,Entrada - New Capital City,Cairo,118.0,2,2,4114600.0,New Capital City,2 - 2,1.0,34869.49
Apartment,Entrada - New Capital City,Cairo,150.0,3,3,4564700.0,New Capital City,3 - 3,1.0,30431.33
Apartment,Heliopolis,Cairo,200.0,3,2,8000000.0,Heliopolis,3 - 2,0.67,40000.0
Apartment,Mostakbal City,Cairo,74.0,1,1,2700000.0,Mostakbal City,1 - 1,1.0,36486.49
Apartment,Lake view Residence Compound - 5th Settlement - New Cairo,Cairo,122.0,2,2,15000000.0,5th settlement,2 - 2,1.0,122950.82
Apartment,Sarai - Mostakbal City,Cairo,148.0,3,3,4500000.0,Mostakbal City,3 - 3,1.0,30405.41
Apartment,District 5 Compound - 5th Settlement - New Cairo,Cairo,150.0,4,3,15443000.0,5th settlement,4 - 3,0.75,102953.33
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,126.0,2,2,5800000.0,1st settlement,2 - 2,1.0,46031.75
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,173.0,3,3,9200000.0,5th settlement,3 - 3,1.0,53179.19
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,166.0,3,2,8840000.0,5th settlement,3 - 2,0.67,53253.01
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,172.0,3,3,14000000.0,5th settlement,3 - 3,1.0,81395.35
Apartment,Madinaty,Cairo,175.0,3,2,11000000.0,Madinaty,3 - 2,0.67,62857.14
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,9000000.0,5th settlement,3 - 3,1.0,56250.0
Apartment,Downtown Cairo,Cairo,175.0,3,2,4000000.0,Downtown Cairo,3 - 2,0.67,22857.14
Apartment,Heliopolis,Cairo,135.0,4,1,5700000.0,Heliopolis,4 - 1,0.25,42222.22
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,116.0,2,3,8400000.0,5th settlement,2 - 3,1.5,72413.79
Apartment,Dar Misr - Shorouk City,Cairo,130.0,3,2,2800000.0,Shorouk City,3 - 2,0.67,21538.46
Apartment,Stoda Residence - Sheraton,Cairo,135.0,2,2,7200000.0,Sheraton,2 - 2,1.0,53333.33
Apartment,Stoda Residence - Sheraton,Cairo,154.0,3,2,9350000.0,Sheraton,3 - 2,0.67,60714.29
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,164.0,3,3,14500000.0,5th settlement,3 - 3,1.0,88414.63
Apartment,Heliopolis,Cairo,150.0,2,2,4000000.0,Heliopolis,2 - 2,1.0,26666.67
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,123.0,2,2,5900000.0,1st settlement,2 - 2,1.0,47967.48
Apartment,Madinaty,Cairo,96.0,2,2,5200000.0,Madinaty,2 - 2,1.0,54166.67
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,213.0,3,2,9500000.0,5th settlement,3 - 2,0.67,44600.94
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,154.0,3,3,7757300.0,5th settlement,3 - 3,1.0,50372.08
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,152.0,3,3,7650500.0,5th settlement,3 - 3,1.0,50332.24
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,151.0,3,3,7655000.0,5th settlement,3 - 3,1.0,50695.36
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,153.0,3,3,7657300.0,5th settlement,3 - 3,1.0,50047.71
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,156.0,3,3,7799400.0,5th settlement,3 - 3,1.0,49996.15
Apartment,The Waterway Compound - 5th Settlement - New Cairo,Cairo,133.0,2,2,13500000.0,5th settlement,2 - 2,1.0,101503.76
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,234.0,3,4,5532000.0,5th settlement,3 - 4,1.33,23641.03
Apartment,Heliopolis,Cairo,146.0,2,1,4500000.0,Heliopolis,2 - 1,0.5,30821.92
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,181.0,3,3,5449000.0,5th settlement,3 - 3,1.0,30104.97
Apartment,The Waterway Compound - 5th Settlement - New Cairo,Cairo,177.0,3,2,16500000.0,5th settlement,3 - 2,0.67,93220.34
Apartment,Palm Capital - Shorouk City,Cairo,170.0,3,3,3145000.0,Shorouk City,3 - 3,1.0,18500.0
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,170.0,3,2,4200000.0,5th settlement,3 - 2,0.67,24705.88
Apartment,Banafsag Omarat - 5th Settlement - New Cairo,Cairo,190.0,3,2,7500000.0,5th settlement,3 - 2,0.67,39473.68
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,200.0,3,3,4554000.0,5th settlement,3 - 3,1.0,22770.0
Apartment,Sodic East - New Heliopolis,Cairo,129.0,2,3,8150000.0,New Heliopolis,2 - 3,1.5,63178.29
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,205.0,2,3,8000000.0,5th settlement,2 - 3,1.5,39024.39
Apartment,Trio Gardens Compound - 5th Settlement - New Cairo,Cairo,135.0,2,3,8900000.0,5th settlement,2 - 3,1.5,65925.93
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,215.0,3,3,10000000.0,1st settlement,3 - 3,1.0,46511.63
Apartment,Degla Towers Compound - Nasr City,Cairo,163.0,3,3,3100000.0,Nasr City,3 - 3,1.0,19018.4
Apartment,Lake view Residence Compound - 5th Settlement - New Cairo,Cairo,143.0,2,2,9800000.0,5th settlement,2 - 2,1.0,68531.47
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,128.0,2,2,6750000.0,5th settlement,2 - 2,1.0,52734.38
Apartment,Noor City - New Capital City,Cairo,131.0,3,2,6723510.0,New Capital City,3 - 2,0.67,51324.5
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,6200000.0,5th settlement,3 - 3,1.0,37575.76
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,7200000.0,5th settlement,2 - 2,1.0,55384.62
Apartment,Mivida Compound - 5th Settlement - New Cairo,Cairo,185.0,3,3,16600000.0,5th settlement,3 - 3,1.0,89729.73
Apartment,Madinaty,Cairo,96.0,2,2,4200000.0,Madinaty,2 - 2,1.0,43750.0
Apartment,Degla Landmark Compound - Nasr City,Cairo,65.0,1,1,1100000.0,Nasr City,1 - 1,1.0,16923.08
Apartment,Degla Towers Compound - Nasr City,Cairo,155.0,3,1,2900000.0,Nasr City,3 - 1,0.33,18709.68
Apartment,Sarai - Mostakbal City,Cairo,153.0,3,2,4215000.0,Mostakbal City,3 - 2,0.67,27549.02
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,162.0,3,3,5000000.0,5th settlement,3 - 3,1.0,30864.2
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,160.0,3,3,4840000.0,5th settlement,3 - 3,1.0,30250.0
Apartment,5th Settlement - New Cairo,Cairo,121.0,2,2,5100000.0,5th settlement,2 - 2,1.0,42148.76
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,13266678.0,5th settlement,3 - 3,1.0,82916.74
Apartment,5th Settlement - New Cairo,Cairo,120.0,2,2,4550000.0,5th settlement,2 - 2,1.0,37916.67
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,110.0,2,2,12005510.0,5th settlement,2 - 2,1.0,109141.0
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,209.0,3,3,15363000.0,5th settlement,3 - 3,1.0,73507.18
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,140.0,2,2,12180927.0,5th settlement,2 - 2,1.0,87006.62
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,156.0,3,2,11022000.0,5th settlement,3 - 2,0.67,70653.85
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,136.0,2,2,9996000.0,5th settlement,2 - 2,1.0,73500.0
Apartment,5th Settlement - New Cairo,Cairo,95.0,1,2,7797000.0,5th settlement,1 - 2,2.0,82073.68
Apartment,5th Settlement - New Cairo,Cairo,137.0,2,2,11640000.0,5th settlement,2 - 2,1.0,84963.5
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,122.0,2,2,8622000.0,5th settlement,2 - 2,1.0,70672.13
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,10679562.0,5th settlement,3 - 3,1.0,66747.26
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,155.0,3,3,10783229.0,5th settlement,3 - 3,1.0,69569.22
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,155.0,3,3,10394426.0,5th settlement,3 - 3,1.0,67060.81
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,245.0,4,3,17409356.0,5th settlement,4 - 3,0.75,71058.6
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,180.0,3,3,13827618.0,5th settlement,3 - 3,1.0,76820.1
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,145.0,2,2,13052320.0,5th settlement,2 - 2,1.0,90016.0
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,230.0,4,3,16325448.0,5th settlement,4 - 3,0.75,70980.21
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,162.0,3,2,12696000.0,5th settlement,3 - 2,0.67,78370.37
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,72.0,1,1,6525000.0,5th settlement,1 - 1,1.0,90625.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,182.0,3,3,8300000.0,1st settlement,3 - 3,1.0,45604.4
Apartment,El Yasmeen 1 - 1st Settlement - New Cairo,Cairo,220.0,3,2,8200000.0,1st settlement,3 - 2,0.67,37272.73
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,5900000.0,5th settlement,3 - 3,1.0,35757.58
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,82.0,1,1,3700000.0,1st settlement,1 - 1,1.0,45121.95
Apartment,Haptown - Mostakbal City,Cairo,130.0,2,2,7497255.0,Mostakbal City,2 - 2,1.0,57671.19
Apartment,Villette Compound - 5th Settlement - New Cairo,Cairo,160.0,3,4,16000000.0,5th settlement,3 - 4,1.33,100000.0
Apartment,Degla Landmark Compound - Nasr City,Cairo,97.0,2,1,1650000.0,Nasr City,2 - 1,0.5,17010.31
Apartment,Sodic East - New Heliopolis,Cairo,129.0,2,2,8150000.0,New Heliopolis,2 - 2,1.0,63178.29
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,64.0,1,1,2800000.0,1st settlement,1 - 1,1.0,43750.0
Apartment,One Kattameya - Katameya,Cairo,175.0,3,3,4400000.0,Katameya,3 - 3,1.0,25142.86
Apartment,90 Avenue Compound - 5th Settlement - New Cairo,Cairo,164.0,3,2,7000000.0,5th settlement,3 - 2,0.67,42682.93
Apartment,Degla Landmark Compound - Nasr City,Cairo,122.0,3,1,2470000.0,Nasr City,3 - 1,0.33,20245.9
Apartment,Degla Landmark Compound - Nasr City,Cairo,65.0,1,1,1300000.0,Nasr City,1 - 1,1.0,20000.0
Apartment,Degla Landmark Compound - Nasr City,Cairo,79.0,2,1,2000000.0,Nasr City,2 - 1,0.5,25316.46
Apartment,Noor City - New Capital City,Cairo,213.0,2,2,13415670.0,New Capital City,2 - 2,1.0,62984.37
Apartment,Noor City - New Capital City,Cairo,145.0,3,2,8949910.0,New Capital City,3 - 2,0.67,61723.52
Apartment,Noor City - New Capital City,Cairo,96.0,2,2,6301080.0,New Capital City,2 - 2,1.0,65636.25
Apartment,Noor City - New Capital City,Cairo,131.0,3,2,6588000.0,New Capital City,3 - 2,0.67,50290.08
Apartment,The Village Compound - 5th Settlement - New Cairo,Cairo,144.0,2,2,7750000.0,5th settlement,2 - 2,1.0,53819.44
Apartment,Heliopolis,Cairo,150.0,2,2,6000000.0,Heliopolis,2 - 2,1.0,40000.0
Apartment,Madinaty,Cairo,92.0,2,2,4700000.0,Madinaty,2 - 2,1.0,51086.96
Apartment,5th Settlement - New Cairo,Cairo,150.0,3,3,5000000.0,5th settlement,3 - 3,1.0,33333.33
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,161.0,3,2,9000000.0,5th settlement,3 - 2,0.67,55900.62
Apartment,Nasr City,Cairo,200.0,3,2,6000000.0,Nasr City,3 - 2,0.67,30000.0
Apartment,5th Settlement - New Cairo,Cairo,160.0,3,3,2720000.0,5th settlement,3 - 3,1.0,17000.0
Apartment,Swan Lake Residences - 1st Settlement - New Cairo,Cairo,127.0,2,2,15011000.0,1st settlement,2 - 2,1.0,118196.85
Apartment,Wesal - Shorouk City,Cairo,170.0,3,3,5454000.0,Shorouk City,3 - 3,1.0,32082.35
Apartment,Dar Misr - 5th Settlement - New Cairo,Cairo,155.0,3,2,2250000.0,5th settlement,3 - 2,0.67,14516.13
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,254.0,3,2,5500000.0,5th settlement,3 - 2,0.67,21653.54
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,186.0,3,2,12750000.0,5th settlement,3 - 2,0.67,68548.39
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,223.0,3,3,12851800.0,5th settlement,3 - 3,1.0,57631.39
Apartment,South of Academy - 5th Settlement - New Cairo,Cairo,220.0,1,1,4000000.0,5th settlement,1 - 1,1.0,18181.82
Apartment,Sodic East - New Heliopolis,Cairo,122.0,2,3,7117030.0,New Heliopolis,2 - 3,1.5,58336.31
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,166.0,3,2,5080000.0,5th settlement,3 - 2,0.67,30602.41
Apartment,Madinaty,Cairo,178.0,3,3,13500000.0,Madinaty,3 - 3,1.0,75842.7
Apartment,Al Maqsad - New Capital City,Cairo,152.0,3,2,3024800.0,New Capital City,3 - 2,0.67,19900.0
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,6000000.0,5th settlement,3 - 3,1.0,37500.0
Apartment,Rehab City Compound - New Cairo,Cairo,127.0,3,2,6200000.0,Rehab City,3 - 2,0.67,48818.9
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,165.0,3,2,3300000.0,5th settlement,3 - 2,0.67,20000.0
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,175.0,3,3,7500000.0,5th settlement,3 - 3,1.0,42857.14
Apartment,Madinaty,Cairo,135.0,3,2,6500000.0,Madinaty,3 - 2,0.67,48148.15
Apartment,Tag Sultan - Nasr City,Cairo,157.0,3,3,6500000.0,Nasr City,3 - 3,1.0,41401.27
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,185.0,3,2,4500000.0,5th settlement,3 - 2,0.67,24324.32
Apartment,5th Settlement - New Cairo,Cairo,164.0,3,3,3100000.0,5th settlement,3 - 3,1.0,18902.44
Apartment,Madinaty,Cairo,105.0,2,2,5960000.0,Madinaty,2 - 2,1.0,56761.9
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,114.0,2,2,16920000.0,5th settlement,2 - 2,1.0,148421.05
Apartment,5th Settlement - New Cairo,Cairo,155.0,3,2,5476000.0,5th settlement,3 - 2,0.67,35329.03
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,171.0,3,2,2800000.0,5th settlement,3 - 2,0.67,16374.27
Apartment,Shorouk City,Cairo,125.0,2,2,2100000.0,Shorouk City,2 - 2,1.0,16800.0
Apartment,5th Settlement - New Cairo,Cairo,195.0,3,2,9700000.0,5th settlement,3 - 2,0.67,49743.59
Apartment,Degla Landmark Compound - Nasr City,Cairo,120.0,2,1,1950000.0,Nasr City,2 - 1,0.5,16250.0
Apartment,Rivali Compound - 1st Settlement - New Cairo,Cairo,177.0,3,2,5370000.0,1st settlement,3 - 2,0.67,30338.98
Apartment,Stone Residence Compound - Katameya,Cairo,175.0,3,3,6000000.0,Katameya,3 - 3,1.0,34285.71
Apartment,Tag Sultan - Nasr City,Cairo,130.0,3,2,7000000.0,Nasr City,3 - 2,0.67,53846.15
Apartment,Madinaty,Cairo,101.0,2,2,11504500.0,Madinaty,2 - 2,1.0,113905.94
Apartment,Galleria Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,12000000.0,5th settlement,2 - 2,1.0,92307.69
Apartment,Porto New Cairo - Nyoum Compound - 5th Settlement - New Cairo,Cairo,79.0,1,1,5500000.0,5th settlement,1 - 1,1.0,69620.25
Apartment,Dar Misr - Shorouk City,Cairo,110.0,3,2,2000000.0,Shorouk City,3 - 2,0.67,18181.82
Apartment,Lake view Residence Compound - 5th Settlement - New Cairo,Cairo,137.0,2,2,9000000.0,5th settlement,2 - 2,1.0,65693.43
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,6790000.0,5th settlement,3 - 3,1.0,42437.5
Apartment,Arabesque - El Fostat,Cairo,160.0,3,3,4200000.0,El Fostat,3 - 3,1.0,26250.0
Apartment,El Maadi - Maadi,Cairo,170.0,2,2,9000000.0,Maadi,2 - 2,1.0,52941.18
Apartment,1st Settlement - New Cairo,Cairo,150.0,3,2,7200000.0,1st settlement,3 - 2,0.67,48000.0
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,6690000.0,5th settlement,3 - 3,1.0,40545.45
Apartment,Noor City - New Capital City,Cairo,131.0,3,2,5705570.0,New Capital City,3 - 2,0.67,43553.97
Apartment,Noor City - New Capital City,Cairo,98.0,2,2,5615130.0,New Capital City,2 - 2,1.0,57297.24
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,165.0,3,2,3650000.0,5th settlement,3 - 2,0.67,22121.21
Apartment,Shorouk City,Cairo,180.0,3,2,2600000.0,Shorouk City,3 - 2,0.67,14444.44
Apartment,Madinaty,Cairo,141.0,3,1,9038930.0,Madinaty,3 - 1,0.33,64105.89
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,166.0,3,3,8500000.0,1st settlement,3 - 3,1.0,51204.82
Apartment,Sakan Masr - 5th Settlement - New Cairo,Cairo,115.0,3,1,3000000.0,5th settlement,3 - 1,0.33,26086.96
Apartment,Valore Sheraton - Sheraton,Cairo,125.0,2,2,4000000.0,Sheraton,2 - 2,1.0,32000.0
Apartment,1st Settlement - New Cairo,Cairo,115.0,2,2,4387000.0,1st settlement,2 - 2,1.0,38147.83
Apartment,Bloomfields - Mostakbal City,Cairo,155.0,3,3,6281844.0,Mostakbal City,3 - 3,1.0,40528.03
Apartment,Swan Lake Residences - 1st Settlement - New Cairo,Cairo,151.0,3,2,9000000.0,1st settlement,3 - 2,0.67,59602.65
Apartment,Madinaty,Cairo,140.0,3,2,12103700.0,Madinaty,3 - 2,0.67,86455.0
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,173.0,3,3,6500000.0,5th settlement,3 - 3,1.0,37572.25
Apartment,Stone Residence Compound - Katameya,Cairo,175.0,3,3,6500000.0,Katameya,3 - 3,1.0,37142.86
Apartment,Shorouk City,Cairo,135.0,2,2,2000000.0,Shorouk City,2 - 2,1.0,14814.81
Apartment,Madinaty,Cairo,108.0,3,2,6017440.0,Madinaty,3 - 2,0.67,55717.04
Apartment,Madinaty,Cairo,58.0,1,1,3951180.0,Madinaty,1 - 1,1.0,68123.79
Apartment,Stone Residence Compound - Katameya,Cairo,175.0,3,3,5800000.0,Katameya,3 - 3,1.0,33142.86
Apartment,Madinaty,Cairo,140.0,3,2,11301000.0,Madinaty,3 - 2,0.67,80721.43
Apartment,Heliopolis,Cairo,125.0,2,2,5600000.0,Heliopolis,2 - 2,1.0,44800.0
Apartment,AZAD Compound - 5th Settlement - New Cairo,Cairo,205.0,3,3,15475000.0,5th settlement,3 - 3,1.0,75487.8
Apartment,AZAD Compound - 5th Settlement - New Cairo,Cairo,133.0,2,2,11212600.0,5th settlement,2 - 2,1.0,84305.26
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,115.0,2,2,8880000.0,5th settlement,2 - 2,1.0,77217.39
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,11613553.0,5th settlement,3 - 3,1.0,68315.02
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,225.0,3,3,7952000.0,5th settlement,3 - 3,1.0,35342.22
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,226.0,3,3,7955000.0,5th settlement,3 - 3,1.0,35199.12
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,224.0,3,3,7960000.0,5th settlement,3 - 3,1.0,35535.71
Apartment,5th Settlement - New Cairo,Cairo,225.0,3,3,7952000.0,5th settlement,3 - 3,1.0,35342.22
Apartment,Mountain View Hyde Park Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,6500000.0,5th settlement,3 - 3,1.0,39393.94
Apartment,Degla View - Mokattam,Cairo,195.0,3,3,3900000.0,Mokattam,3 - 3,1.0,20000.0
Apartment,Isola - Sheraton,Cairo,200.0,3,3,9121000.0,Sheraton,3 - 3,1.0,45605.0
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,70.0,1,1,8385762.0,5th settlement,1 - 1,1.0,119796.6
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,142.0,2,2,8900000.0,5th settlement,2 - 2,1.0,62676.06
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,128.0,3,2,16000000.0,5th settlement,3 - 2,0.67,125000.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,169.0,3,3,6682000.0,1st settlement,3 - 3,1.0,39538.46
Apartment,5th Settlement - New Cairo,Cairo,208.0,3,2,4990000.0,5th settlement,3 - 2,0.67,23990.38
Apartment,Sarai - Mostakbal City,Cairo,122.0,2,2,3700000.0,Mostakbal City,2 - 2,1.0,30327.87
Apartment,The Icon Residence Compound - 5th Settlement - New Cairo,Cairo,150.0,3,3,4875000.0,5th settlement,3 - 3,1.0,32500.0
Apartment,Galleria Compound - 5th Settlement - New Cairo,Cairo,157.0,3,3,6000000.0,5th settlement,3 - 3,1.0,38216.56
Apartment,Stone Residence Compound - Katameya,Cairo,175.0,3,3,6150000.0,Katameya,3 - 3,1.0,35142.86
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,155.0,3,3,7100000.0,5th settlement,3 - 3,1.0,45806.45
Apartment,The Icon Residence Compound - 5th Settlement - New Cairo,Cairo,155.0,3,3,6200000.0,5th settlement,3 - 3,1.0,40000.0
